id,trigger,conditions,script,text,options,notes
TTCRBountyHunterPhase,TTCRBountyHunterHail,$entity.ttcr_phase,"$entity.ignorePlayerCommRequests = true
FireAll TTCR_BountyHunterOptions","A conexão pisca e se estabiliza, em partes.

$HeOrShe olha para você por um momento, com expressão vazia. Então fala: ""Receio que essa conversa não levará a nada aqui, $PlayerName.""

Um tremor áudio-visual persiste, nunca capturado direito pelo software de comunicações.",,
ttcrBH_butSelPhase,DialogOptionSelected,"$option == ttcrBH_but
$entity.ttcr_phase",,"Apenas os olhos $hisOrHer se movem, um piscar reptiliano para um display auxiliar, depois de volta para você. Você percebe que eles ainda não piscaram.

""Suas palavras são irrelevantes. Apenas uma ordem de recall codificada com as chaves que troquei com meu contato da Tri-Tachyon seria suficiente. Na falta disso, o contrato permanece válido.""

Uma onda de distorção ondula pela tela.

""Encerrando comunicação,"" $heOrShe diz.",cutCommLink:Cortar a conexão,
TTCRBountyHunterDerelict,TTCRBountyHunterHail,$entity.ttcr_derelict,"FireAll MostLuddicEthosRefresh
$entity.ignorePlayerCommRequests = true
FireAll TTCR_BountyHunterOptions","A comunicação crepita lentamente até se estabilizar.

""Bendito dia, meu amigo!"" $HeOrShe sorri amplamente, então reconsidera. ""Mas talvez não tanto para você?""

O $post remexe em alguns itens no console $hisOrHer, fora do alcance da câmera, e então examina um datapad velho. ""Sabia! Pelas estrelas sagradas no vaso sanitário de Ludd, é $playerName!""

""Vamos rezar juntos antes de prosseguir?""",,
ttcrBH_butSelDerelict,DialogOptionSelected,"$option == ttcrBH_but
$entity.ttcr_derelict",,"""Oh, então devo ser o Alto Hegemon!"" $HeOrShe ri. ""Mas, me perdoe, me perdoe — é uma virtude, sabe; o perdão,"" $heOrShe diz. ""Vou verificar.""

O $post se vira e grita: ""Peregrine, tem algo nos registros de comunicação sobre um recall do contrato?""

$HeOrShe olha de volta para a tela por um segundo para te lançar um sorriso cético, então parece ouvir com atenção. Há algum tipo de resposta gritada, impossível de entender por causa do crepitar do hardware de comunicação.","ttcrBH_butDerelict2:""E então?""",
ttcrBH_butSelDerelict2,DialogOptionSelected,$option == ttcrBH_butDerelict2,,"""Más notícias.""

$HeOrShe dá de ombros. ""Para você, pelo menos. Vou rezar quando acabar, e será rápido. Ora, na próxima escala você estará tomando chá com Ludd e a santa Pneuma! Quase sinto inveja.""

$HeOrShe se espreguiça, então se senta ereto novamente. ""Vamos ao que interessa, certo?""",cutCommLink:Cortar a conexão,
ttcrBH_butSelDerelictFaith,DialogOptionSelected,$option == ttcrBH_butFaith,RemoveOption ttcrBH_butFaith,"$HeOrShe nem sequer se abala. ""Por uma recompensa grande o suficiente, é claro!""

""Eu tenho uma família, $playerBrotherOrSister. Uma família muito grande. E pensem nas boas obras! As moedas de Mamon aliviam muito o sofrimento.""

$PersonName junta as mãos de $hisOrHer em prece, ""Acho — não, tenho fé! — que Ludd entenderá."" $HeOrShe fecha os olhos de $hisOrHer para murmurar uma prece com um sorriso beatífico.",,
,,,,,,
"# Making a deal with Tri-Tachyon after ""convincing"" them that attacking your interests is unprofitable",,,,,,
ttMakeDealOptNotContact,PopulateOptions,"$isPerson
$personFaction.id == tritachyon
Commission personCanGiveCommission
$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
!$isContact",,,"ttMakeDeal:""Tenho tido alguns 'atritos' recentes com a Tri-Tachyon. Está na hora de fazermos um acordo mutuamente benéfico.""",
ttMakeDealOptContact,PopulateOptions,"$isPerson
$personFaction.id == tritachyon
$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
$isContact
$id != arroyo",,,"ttMakeDeal:""Talvez possamos trabalhar juntos para resolver meus 'problemas' contínuos com a Tri-Tachyon.""",
ttMakeDealOptContactArroyo,PopulateOptions,"$isPerson
$personFaction.id == tritachyon
$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
$isContact
$id == arroyo",,,"ttMakeDeal:""Rayan, você acha que poderia arranjar um acordo para resolver meus 'atritos' contínuos com a Tri-Tachyon?""",
ttMakeDealOptNotContactArroyo,PopulateOptions,"$isPerson
$personFaction.id == tritachyon
$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
!$isContact
$id == arroyo",,,"ttMakeDeal:""Gostaria de discutir a possibilidade de um acordo para resolver meus 'atritos' contínuos com a Tri-Tachyon.""",
genericRePopulateOptions,DialogOptionSelected,$option == genericGoBack,FireAll PopulateOptions,,,
ttMakeDealOptSelNoHostile,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100","HA_CMD printTriTachDealRepReq
RemoveOption ttMakeDeal","""Desculpe,"" $Post $personLastName diz, ""mas parece que você está em um estado de hostilidade declarada contra a Corporação Tri-Tachyon.""

""As diretrizes corporativas proíbem expressamente negociações oficiais com Estados, corporações e entidades que estejam engajados em atos destrutivos contra propriedade e recursos humanos da Companhia.""

$HeOrShe esboça um sorriso falso.",,
ttMakeDealOptSelNoHostileArroyo,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100
$id == arroyo","HA_CMD printTriTachDealRepReq
RemoveOption ttMakeDeal","""Sério?"" O tom de Arroyo está irritado. ""Você está no meio de uma guerra declarada contra a Tri-Tachyon e espera que eles ouçam alguma proposta inteligente que eu leve até eles em seu nome?""

""Pelo Astro,"" ele balança a cabeça, quase incrédulo. ""O impacto na imagem pública sozinho...""",,
ttMakeDealOptSelNoHostileArroyoContact,DialogOptionSelected,"$option == ttMakeDeal
RepIsAtBest tritachyon HOSTILE score:100
$isContact
$id == arroyo","HA_CMD printTriTachDealRepReq
RemoveOption ttMakeDeal","""Sério?"" Arroyo parece irritado. ""Primeiro, não me chame de 'Rayan'.""

""Segundo, como você pode acreditar que seria tão simples? Você está no meio de uma guerra declarada contra a Tri-Tachyon. Eles não vão simplesmente fazer um acordo com você por meu intermédio.""

Ele balança a cabeça. ""Imagine só. O impacto na imagem pública seria terrível.""",,
ttMakeDealOptSelNoContact,DialogOptionSelected,"$option == ttMakeDeal
!$isContact score:100","AddTextSmall ""Requer um contato conhecido"" bad
RemoveOption ttMakeDeal","""Desculpe,"" $Post $personLastName diz, ""receio não poder ajudá-lo com esse pedido. Devo também informar que as diretrizes da Companhia exigem que eu relate esta conversa ao meu superior; tenho certeza de que eles irão... 'cuidar' de você.""

$HeOrShe esboça um sorriso falso.",,
ttMakeDealOptSelNoContactArroyo,DialogOptionSelected,"$option == ttMakeDeal
!$isContact score:100
$id == arroyo","AddTextSmall ""Requer um contato conhecido"" bad
RemoveOption ttMakeDeal","""Não,"" ele diz.

Arroyo não sorri exatamente, mas parece de alguma forma satisfeito consigo mesmo.",,
ttMakeDealOptSelNoUnimportant,DialogOptionSelected,"$option == ttMakeDeal
$isContact
!$importanceAtLeastHigh score:100","AddTextSmall ""O contato deve ter alta importância"" bad
RemoveOption ttMakeDeal","""Ah,"" $HeOrShe começa. ""Sua proposta é intrigante. O problema é... hmm."" $HeOrShe pensa por um momento.

""Gostaria de ajudá-lo, realmente gostaria. No entanto, é minha crença sincera que levar esta proposta aos meus superiores é muito mais provável de atrapalhar minha carreira do que promovê-la.""

""Tenho certeza de que vocês dois entendem e se solidarizam com meu dilema."" $HeOrShe dá de ombros como se pedisse desculpas.",,
ttMakeDealOptSelContact,DialogOptionSelected,"$option == ttMakeDeal
$isContact",,"Você explica sua perspectiva sobre a situação, e o $Post da Tri-Tachyon acena com a cabeça, parecendo nada surpreso.

""Eu te vejo, eu te ouço e acredito que, juntos, podemos resolver esse mal-entendido,"" $heOrShe diz, com a voz aquecida pelo treinamento de protocolo de relações com clientes. $HeOrShe muda para uma expressão de desculpas, ""Claro que não gostaria que você pensasse que eu estivesse por trás disso. A Tri-Tachyon acredita muito na competição interna saudável, e alguns executivos se tornam... excessivamente entusiasmados."" $HeOrShe balança a cabeça, ""Muito mal julgado e desrespeitoso com o relacionamento comercial que você e eu construímos.""

A expressão $HisOrHer muda suavemente para o modo negociação: ""Então, se me permitir apresentar uma proposta modesta...""",ttMakeDeal2:Revisar a proposta,
ttMakeDealOptSelContactLowTrust,DialogOptionSelected,"$option == ttMakeDeal
$isContact
$player.untrustworthy > 2",,"Você explica sua perspectiva sobre a situação. O $Post da Tri-Tachyon, se é que é possível, parece cada vez mais cético.

""O que temos aqui é um pouco de uma 'lacuna de confiança'. Você violou acordos muito importantes feitos com várias partes. Isso complica a proposta. Mas acredito que podemos minimizar esse mal-entendido,"" $heOrShe explica, com a voz aquecida pelo treinamento de protocolo de relações com clientes.

""A corporação Tri-Tachyon tem experiência em lidar com dificuldades de relações públicas pós-crise, e suspeito que certos executivos poderiam ser convencidos a entender suas ações passadas."" $HeOrShe sorri brilhantemente. ""Afinal, um de nossos valores fundamentais é 'pensar fora da caixa'.""

A expressão $HisOrHer muda suavemente para o modo negociação: ""Então, se me permitir apresentar uma proposta modesta...""",ttMakeDeal2:Revisar a proposta,
ttMakeDealOptSelContact2,DialogOptionSelected,$option == ttMakeDeal2,"SetTextHighlights ""increased accessibility""","$PersonName revisa um pacote de termos. Compartilhamento de dados de certas cartas de navegação e projeções de futuros de commodities, protocolos de segurança mútua para frotas comerciais, acordos compartilhados de manutenção em campo e no porto. O que isso representa é um aumento na acessibilidade para o comércio de suas colônias com base no tamanho do mercado — e, proporcionalmente, também para a Tri-Tachyon.

""'Cartel' é uma palavra tão desagradável,"" $heOrShe diz. ""Prefiro — e o Marketing concorda — pensar em nossa proposta como uma parceria estratégica que aumentará o valor para os acionistas da Tri-Tachyon, aumentará a satisfação do cliente e, "" $heOrShe sorri com ganância, ""nos renderá muitos créditos.""","ttDealConfirm:Confirmar o acordo
cutCommLink:Cortar a conexão",
ttMakeDealOptSelContactConfirm,DialogOptionSelected,$option == ttDealConfirm,HA_CMD makeTriTachDeal,"""Foi um prazer fazer negócios com você, $playerName. Fico feliz que possamos deixar toda essa situação desagradável para trás de forma lucrativa.""",cutCommLink:Cortar a conexão,
ttMakeDealOptSelContactArroyo,DialogOptionSelected,"$option == ttMakeDeal
$isContact
$id == arroyo",,"""Hm,"" Arroyo recosta-se, pensativo.

""Primeiro,"" ele diz. ""Você não me chama de 'Rayan'.""

Ele tamborila os dedos sobre sua escrivaninha de ônix, refletindo. ""Pode haver uma forma de tornar isso viável,"" ele diz especulativamente. ""A Tri-Tachyon acredita na competição interna, e se os relatórios que estou lendo servem de indicação, os executivos seniores por trás de sua 'fricção' exageraram um pouco nas mãos. A seção de Previsão Financeira está vendo muito vermelho aparecendo, apesar de seus melhores esforços para encobrir, e isso significa que sangue vai rolar.""

""Metaforicamente, é claro."" Um sorriso feroz começa a se formar no rosto de Rayan. ""A menos que... bem, vamos falar dos detalhes.""",ttMakeDealArroyo2:Continuar,
ttMakeDealOptSelContactArroyoLowTrust,DialogOptionSelected,"$option == ttMakeDeal
$isContact
$id == arroyo
$player.untrustworthy > 2",,"""Primeira ordem do dia,"" Arroyo diz. ""Você não me chama de 'Rayan'.""

""Segunda, você deve se achar muito importante para pensar que tem alguma chance depois dos acordos que violou."" Ele tamborila os dedos sobre sua escrivaninha de ônix, considerando talvez sua reputação, e então para.

""Pode haver uma forma de lidar com isso,"" ele diz. ""A Tri-Tachyon acredita na competição interna, e se os relatórios que estou lendo servem de indicação, os executivos seniores por trás de sua 'fricção' exageraram um pouco nas mãos. A Matriz de Previsão Financeira está vendo muito vermelho aparecendo, apesar de seus melhores esforços para encobrir, e isso significa que sangue vai rolar.""

""Metaforicamente, é claro."" Um sorriso feroz começa a se formar no rosto de Rayan. ""A menos que... bem, vamos falar dos detalhes.""",ttMakeDealArroyo2:Continuar,
ttMakeDealOptSelContactArroyo2,DialogOptionSelected,$option == ttMakeDealArroyo2,"SetTextHighlights ""increased accessibility""","Arroyo abre um documento compartilhado e rapidamente monta um pacote de termos para apresentar a seus contatos nos níveis mais altos da Tri-Tachyon: compartilhamento de dados de certas cartas de navegação e projeções de futuros de commodities, protocolos de segurança mútua para frotas comerciais, acordos compartilhados de manutenção em campo e no porto.

O que isso representa é um aumento na acessibilidade para o comércio de suas colônias proporcional ao tamanho de seus mercados. E, por sua vez, ganhos proporcionais no acesso comercial da Tri-Tachyon.

""Não é exatamente um cartel, mas é um bom primeiro passo,"" Rayan diz. ""Ambos ganham oportunidades e, é claro,"" seu sorriso retorna, ""eu recebo minha porcentagem por arranjar o acordo enquanto corto uns executivos ambiciosos do alto escalão. Vitória-vitória-vitória.""

Ele recosta-se, admirando seu trabalho. ""É um bom acordo, $playerName. Sugiro que você o aceite.""","ttDealConfirmArroyo:Confirmar o acordo
cutCommLink:Cortar a conexão",
ttMakeDealOptSelContactArroyoConfirm,DialogOptionSelected,$option == ttDealConfirmArroyo,HA_CMD makeTriTachDeal,"""Bom movimento,"" ele diz enquanto você envia sua assinatura criptografada para confirmar os termos.

""Agora tenho algumas ligações para fazer. Saia daqui e fique fora de encrenca. Você pode me agradecer quando os créditos começarem a entrar.""",cutCommLink:Cortar a conexão,
# Talk to any TT VIP about troubles with TT,,,,,,
ttVIPCounterRaiding,PopulateOptions,"$isPerson
!$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
!HA_CMD isTTCRInProgress
HA_CMD isTTRaidingPlayerCommerce
$faction.id == tritachyon
!$faction.ttProblemsAsked
$id != arroyo
$id != sun","SetTooltip ttTriTachProblems ""Discuta possíveis soluções para a Tri-Tachyon enviar mercenários para assediar suas colônias e frotas.""",,"ttTriTachProblems:""Gostaria de registrar uma reclamação sobre interferência da Tri-Tachyon em minhas operações.""",
ttVIPCounterRaidingSel0,DialogOptionSelected,$option == ttTriTachProblems,$faction.ttProblemsAsked = true 90,"$HeOrShe sorri automaticamente.

""A Tri-Tachyon mantém a filosofia de que engajar-se em competição saudável — até vigorosa — no campo do comércio interestelar é do melhor interesse tanto de nossos clientes quanto de nossos investidores. Pedimos desculpas por qualquer inconveniente que possa ter sofrido.""

$HeOrShe retira o sorriso. ""No entanto, devo enfatizar que qualquer condolência que ofereço é puramente no interesse de apoio emocional generalizado e não deve ser interpretada como uma admissão juridicamente vinculativa de culpa por quaisquer atividades consideradas ilegais sob o Acordo de Padrões Comerciais do Setor Perseano. Devido à natureza de sua acusação implícita, o protocolo da empresa não permite que eu discuta o assunto mais a fundo.""

""A Tri-Tachyon,"" o sorriso retorna, ""deseja que você tenha um dia seguro e lucrativo.""

A conexão é cortada.",cutCommLinkNoText:Cortar a conexão,
,,,,,,
"# Talking to Arroyo, asking about how to approach dealing with Tri-Tachyon (this is pre-counter-raiding)",,,,,,
ttArroyoCounterRaiding,PopulateOptions,"$isPerson
$id == arroyo
!$player.counterRaidedTriTach
!$player.hasTriTachDeal
!$player.brokeTriTachDeal
!HA_CMD isTTCRInProgress
HA_CMD isTTRaidingPlayerCommerce
!$ttProblemsAsked","SetTooltip ttTriTachProblems ""Discuta possíveis soluções para a Tri-Tachyon enviar mercenários para assediar suas colônias e frotas.""",,"ttTriTachProblems:""Então, atraí a... 'atenção' da Tri-Tachyon.""",
ttArroyoProblemsSel0,DialogOptionSelected,"$option == ttTriTachProblems
$id == arroyo",$ttProblemsAsked = true 90,"""Eu deveria cobrar por isso,"" Arroyo diz. ""Conselho especializado; taxa de consultoria, nível executivo. Hm,"" ele pondera por um momento.

""Taxa de nível sênior.""

Então ele suspira e desvia o olhar — talvez para a vista deslumbrante de seu chalé particular nas montanhas de Eochu Bres.",ttArroyoProblems1:Continuar,
ttArroyoProblemsSel1,DialogOptionSelected,$option == ttArroyoProblems1,,"""Às vezes me pergunto. A maioria dos problemas, eu os resolvo ordenando a um subordinado ou a um contratado que faça o que deve ser feito. Eles pegam os créditos e desaparecem. Talvez o problema seja resolvido, talvez escondam as consequências mais óbvias. Tanto faz — deixa de ser meu problema. É fácil.""

""Então você aparece.""","ttArroyoProblems2a:""Eu venho junto?""
ttArroyoProblems2b:""Parece que até agora é mais sobre você.""
ttArroyoProblems2c:""Minha pergunta era mais sobre a Tri-Tachyon patrocinar ataques às minhas frotas e colônias.""",
ttArroyoProblemsSel2a,DialogOptionSelected,$option == ttArroyoProblems2a,"$option = ttArroyoProblems2 0
FireBest DialogOptionSelected",,,
ttArroyoProblemsSel2b,DialogOptionSelected,$option == ttArroyoProblems2b,"$option = ttArroyoProblems2 0
FireBest DialogOptionSelected",,,
ttArroyoProblemsSel2c,DialogOptionSelected,$option == ttArroyoProblems2c,"$option = ttArroyoProblems2 0
FireBest DialogOptionSelected",,,
ttArroyoProblemsSel2,DialogOptionSelected,$option == ttArroyoProblems2,"$option = ttArroyoProblems2z 0
FireBest DialogOptionSelected","""Cala a boca"", ele diz.

""Você traz problemas para minha vida. Problemas chatos produzidos pela sua própria teimosia atrapalhada. Você é irritante. Me irrita. É quase...""

Ele para de falar, perdido em meio à sua costumeira bravata.",,
ttArroyoProblemsSel2z,DialogOptionSelected,$option == ttArroyoProblems2z,,,"ttArroyoProblems3:""...""",
ttArroyoProblemsSel2zFun,DialogOptionSelected,"$option == ttArroyoProblems2z
RepGTE arroyo COOPERATIVE",,"""Divertido"", ele diz por fim.","ttArroyoProblems3:""...""",
ttArroyoProblemsSel3,DialogOptionSelected,$option == ttArroyoProblems3,,"""É isso que você vai fazer."" Ele fala alto agora, olhando diretamente pela comunicação.

""Isso é uma negociação, você entende? A Tri-Tachyon está fazendo uma oferta agressiva, eles estão dizendo 'Não tente competir conosco, vocês vão perder. Apenas desistam.' Se você quer ser levado a sério, deve responder com agressividade, entende? Diga a eles que não é lucrativo competir COM VOCÊ.""

Ele bate as mãos na mesa para enfatizar, o estrondo de um reator de nave estelar colidindo contra escudos e compensadores inerciais. Uma bomba no coração de um centro de combustível de um espaço-porto, plantada por um esquadrão de incursão clandestina.",ttArroyoProblems4:Continuar,
ttArroyoProblemsSel4,DialogOptionSelected,$option == ttArroyoProblems4,,"""A Tri-Tachyon não quer guerra, eles querem um acordo. Eles não guardam rancor, não se importam com ideologia, crenças ou ética. A Companhia vende feliz tanto para a Igreja quanto para o Diktat, e para a Hegemonia depois de duas grandes guerras, por mais que isso importe. No fim, é tudo sobre lucros.""

""Então você deve aprender o que é negociar. Você não está aqui para destruir a Companhia; não pode. Você não quer remover a chance deles de recuar. Mostre a eles que patrocinar ataques contra você é um mau investimento, mas não faça disso um desastre de relações públicas — deve ser uma luta clandestina. Transponder desligado, ouviu? Queime suas frotas, queime suas instalações, e sempre garanta que eles possam dizer que não foi você. Dê a eles uma saída, e essa saída será fechar um bom acordo com você.""

""Ganho mútuo.""

Ele faz uma pausa para olhar você com acusação. ""Minhas palavras estão entrando no seu cérebro ou ele ficou flutuando no espaço por tempo demais? Você entende 'ganho mútuo'?""","ttArroyoProblems5winwin:""Entendo. Lutar de forma clandestina, fechar um acordo. Ganho mútuo.""
ttArroyoProblems5winwinLie:Entendo. Lutar de forma clandestina, fechar um acordo. Ganho mútuo. (mentira)
ttArroyoProblems5honor:""Não posso deixar suas ofensas sem resposta; seria desonroso.""
ttArroyoProblems5law:""Você descreve pirataria, banditismo e a lei do mais forte. E a lei interfacções?""
ttArroyoProblems5killing:""Por que não podemos simplesmente conversar e fechar um acordo? Por que toda essa matança?""",
ttArroyoProblems5winWin,DialogOptionSelected,$option == ttArroyoProblems5winwin,"$player.ethosMercenary++
$option = genericGoBack 0
FireBest DialogOptionSelected","""Exatamente."" Ele sorri.

""Agora não conte a ninguém que eu te contei nada disso. Se você jogar direito, posso faturar uma fortuna na limpeza...""

Ele afaga a barba e consulta um bloco de dados.",,
ttArroyoProblems5winWinLie,DialogOptionSelected,$option == ttArroyoProblems5winwinLie,"$player.ethosLiar++
$option = genericGoBack 0
FireBest DialogOptionSelected","Arroyo estreita os olhos diante da sua mentira.

""Eu não estou dizendo que você precisa gostar disso,"" ele diz. ""Estou dizendo como fazer dar certo. Se jogar direito, nós dois podemos faturar uma fortuna.""

Uma pausa, então ele sorri de lado. ""Você sabe do que estou falando.""",,
ttArroyoProblems5honor,DialogOptionSelected,$option == ttArroyoProblems5honor,"$player.ethosHonorable++
FireAll TTArroyoProblems5honorOpts","""Sem esperança,"" ele diz, revirando os olhos.

""Poderia muito bem se alistar na corporação de oficiais da Hegemonia e aprender a brigar com facas. Eles adoram se matar por ideias tolas.""",,
ttArroyoProblems5honorAopt,TTArroyoProblems5honorOpts,$player.soe_lostDuel,,,"ttArroyoProblems6lostDuel:""Sobrevivi àquela batalha em Eventide, pode anotar.""",
ttArroyoProblems5honorBopt,TTArroyoProblems5honorOpts,$player.soe_wonDuel,,,"ttArroyoProblems6wonDuel:""Venci aquela batalha em Eventide, pode anotar.""",
ttArroyoProblems5honorCopt,TTArroyoProblems5honorOpts,$player.fcm_faction == hegemony,,,"ttArroyoProblems6hegCom:""... eu tenho uma comissão da Hegemonia, sabia.""",
ttArroyoProblems5honorDopt,TTArroyoProblems5honorOpts,,,,"ttArroyoProblems6honor:""A honra é sua própria recompensa.""",
ttArroyoProblems5honorA,DialogOptionSelected,$option == ttArroyoProblems6lostDuel,"$option = genericGoBack 0
FireBest DialogOptionSelected","Arroyo cobre o rosto com as mãos, recosta-se e solta um longo suspiro. Parece que ele está com uma enxaqueca terrível.

""Bom trabalho,"" ele diz, com a voz abafada. Soa bem insincero.",,
ttArroyoProblems5honorB,DialogOptionSelected,$option == ttArroyoProblems6wonDuel,"$option = genericGoBack 0
FireBest DialogOptionSelected","Arroyo cobre o rosto com as mãos, recosta-se e solta um longo suspiro. Parece que ele está com uma enxaqueca terrível.

""Bom serviço,"" ele diz, com a voz abafada. Soa bem insincero.",,
ttArroyoProblems5honorC,DialogOptionSelected,$option == ttArroyoProblems6hegCom,"$option = genericGoBack 0
FireBest DialogOptionSelected","Arroyo cobre o rosto com as mãos, recosta-se e solta um longo suspiro. Parece que ele está com uma enxaqueca terrível.

""Não me lembre,"" ele diz, com a voz abafada.",,
ttArroyoProblems5honorD,DialogOptionSelected,$option == ttArroyoProblems6honor,"$option = genericGoBack 0
FireBest DialogOptionSelected","Arroyo cobre o rosto com as mãos, recosta-se e solta um longo suspiro. Parece que ele está com uma enxaqueca terrível.

Ele não parece querer falar sobre honra.",,
ttArroyoProblems5law,DialogOptionSelected,$option == ttArroyoProblems5law,"$player.ethosOrder++
$option = genericGoBack 0
FireBest DialogOptionSelected","""E daí?"" ele diz, irritado, então se controla. ""Não, não me dê um discurso sobre leis. Não me importa, e a ninguém mais importa. Só pare.""

""Eu devia ter cobrado aquela taxa de consultoria executiva,"" ele resmunga.",,
ttArroyoProblems5killing,DialogOptionSelected,$option == ttArroyoProblems5killing,"$player.ethosHumanitarian++
$option = genericGoBack 0
FireBest DialogOptionSelected","""Desesperado"", ele diz, exasperado. ""Você ouviu alguma palavra do que eu falei? Não acredito que chamei isso de 'divertido'.""

""Eu devia ter cobrado aquela taxa de consultoria executiva"", ele resmunga.",,
,,,,,,
"# Luddic Knights Sacred Protectors, hassling your fleets in a system with a Luddic Majority planet",,,,,,
lcSacredProtectors,BeginFleetEncounter,"!$hassle_didAlready
!$isHostile
$pursuePlayer_hassle score:50
$hassleType == sacredProtectors","$hassle_didAlready = true 0
$hassleComplete = true
MakeOtherFleetPreventDisengage hassle true
unset $ignorePlayerCommRequests
$protectorScanConv = true 0
HailPlayer",,,
lcSacredProtectorsComms,OpenCommLink,"$entity.protectorScanConv score:100
$entity.relativeStrength >= 0
HA_CMD computeSacredProtectorsData","$entity.ignorePlayerCommRequests = true 7
Highlight $SP_supplies
$demandingSupplies = true 0
FireAll MostLuddicEthosRefresh
FireAll LCProtectorOptions","""Nós, Cavaleiros de Ludd, vos saudamos; abençoados somos nós por servir como guardiões dos Fiéis neste volume, protegendo aqueles que não podem se proteger.""

""Para que os humildes que se beneficiam de nosso santo labor não caiam em maiores dificuldades ou pior, nós, Cavaleiros, vos pedimos um simples dízimo voluntário de $SP_supplies suprimentos para sustentar nossas Boas Obras.""",,
lcSacredProtectorsCommsWeaker,OpenCommLink,"$entity.protectorScanConv score:100
$entity.relativeStrength < 0
HA_CMD computeSacredProtectorsData","$entity.ignorePlayerCommRequests = true 7
MakeOtherFleetPreventDisengage hassle false
FireAll MostLuddicEthosRefresh
#FireAll LCProtectorOptions","""Nós, Cavaleiros de Ludd, vos saudamos; abençoados somos nós por servir como guardiões dos Fiéis neste volume que não podem se proteger.""

""Roguemos que tenhais vindo aqui para ajudar... à vossa maneira."" Há um tremor quase imperceptível na voz do $post. $HeOrShe talvez perceba que os Cavaleiros estão um pouco além de seus direitos aqui.

""Roguemos que vossa $shipOrFleet, poderosa como é, afaste aqueles que perturbariam e assalariam os indefesos Fiéis.""",cutCommLinkNoText:Cortar a comunicação,
lcSacredProtectorsChurchCom,LCProtectorOptions,"$player.fcm_faction == luddic_church
!$saidHaveCom","SetTooltip LCP_butHaveCom ""Você não tem dado o suficiente? Não dará mais — e mais ainda?""",,"LCP_butHaveCom:""Mas $brotherOrSister, certamente sabeis que trago uma missão da Igreja...""",
lcSacredProtectorsChurchCom2,LCProtectorOptions,"$player.fcm_faction == luddic_church
$saidHaveCom",,,"LCP_buHaveCom2:""Já servi e continuarei a servir. Dizei-me, não é o suficiente?""",
lcSacredProtectorsGiveSupplies,LCProtectorOptions,"$player.supplies >= $SP_supplies
$demandingSupplies
!$player.luddicFaithfulOrChurchCom",,,LCP_comply:Entregar $SP_supplies unidades de suprimentos,
lcSacredProtectorsGiveSuppliesFaith,LCProtectorOptions,"$player.luddicFaithfulOrChurchCom
$player.supplies >= $SP_supplies
$demandingSupplies","SetTooltip LCP_comply ""Entregue $SP_supplies unidades de suprimentos.""
SetTooltipHighlights LCP_comply ""$SP_supplies units""",,"LCP_comply:""Meu abençoado $brotherOrSister na Fé, claro que darei!""",
lcSacredProtectorsGoAway,LCProtectorOptions,"!$failedToRefuse
$demandingSupplies
!$player.luddicFaithfulOrChurchCom",,,"LCP_notHappening:""Não, não vou te dar nada.""",
lcSacredProtectorsNotEnough,LCProtectorOptions,"$player.supplies < $SP_supplies
$demandingSupplies",,,"LCP_notEnough:""Não tenho suprimentos suficientes para dar, mesmo que quisesse.""",
lcSacredProtectorsNotEnoughLie,LCProtectorOptions,"$player.supplies >= $SP_supplies
$demandingSupplies","SetStoryOption LCP_notEnoughLie general ""Convenceste os Cavaleiros de Ludd a não receberem suprimentos como dízimo""",,"LCP_notEnoughLie:""Mas $brotherOrSister, já estou encarregado de levar estes suprimentos aos Fiéis."" (mentira)",
lcSacredProtectorsGoAwayFaith,LCProtectorOptions,"!$failedToRefuse
$demandingSupplies
$player.luddicFaithfulOrChurchCom",,,"LCP_notHappening:""Infelizmente, não posso.""",
lcSacredProtectorsCynical,LCProtectorOptions,"$player.luddicAttitudeCynicalOrAtheistic
!$saidCynical",,,"LCP_cynical:""Pare com essa encenação. Você está usando seus fiéis como desculpa para atacar minha operação.""",
lcSacredProtectorsCutComms,LCProtectorOptions,,,,cutCommLinkNoText:Interrompa a comunicação e ative as armas,
LCP_cynical,DialogOptionSelected,$option == LCP_cynical,$saidCynical = true 0,"O Cavaleiro parece estar atônito. ""Apenas um descrente poderia ser tão cínico sem Deus"", $heOrShe exclama, olhando para você com uma mistura de piedade e nojo.

""Vou rezar por você, capitão"", $heOrShe diz, recuperando $hisOrHer compostura. ""Depois que nos pagar o dízimo.""",,
LCP_butHaveCom,DialogOptionSelected,$option == LCP_butHaveCom,$saidHaveCom = true 0,"""Ah, éh."" O $post parece desconfortável, desviando o olhar enquanto um subordinado sussurra uma confirmação para $himOrHer.

""...Claro, sim. Somos abençoados por tê-lo conosco. Dada sua devoção à Igreja-Mãe, certamente compreende a necessidade do dízimo.""",,
